BJD RV eRV
2458707.47906994 3.92179911519634 0.5
2458707.47984589 -0.128619396400609 0.46
2458707.48063283 0.381208437345776 0.47
2458708.4755161 -4.79941095376125 0.45
2458708.47628005 -2.81935035740753 0.45
2458708.47703199 -4.35897704530362 0.45
2458708.47778394 -4.34798381800647 0.42
2458708.47854788 -4.82796156153927 0.46
2458708.47931183 -3.96822646193323 0.43
2458708.48006378 -3.46820400871002 0.46
2458708.48081672 -5.34869361719757 0.43
2458709.46810733 -4.08991136194891 0.48
2458709.46900926 -6.60883575560729 0.45
2458709.46977321 -4.48812908599575 0.46
2458709.47053715 -5.10887186430773 0.46
2458709.4713131 -6.24873405853214 0.45
2458709.47206505 -5.17862082486317 0.45
2458709.47281699 -5.10794472417183 0.42
2458709.47356994 -5.85890376811949 0.44
2458709.47433388 -5.5186303792907 0.46
2458709.47509683 -5.55746930107853 0.41
2458710.46757288 -1.45880449752076 0.46
2458710.46847482 -3.40815574098087 0.45
2458710.46923876 -2.96742627354251 0.43
2458710.47002571 -3.2080164506151 0.45
2458710.47078965 -2.43799236790073 0.47
2458710.4715536 -2.52731322246109 0.45
2458710.47231754 -2.87795957663911 0.45
2458710.47306949 -2.74744232581361 0.46
2458710.47384543 -2.9571450422045 0.51
2458710.47460938 -2.72764294843 0.47
2458712.46726745 6.69421880688969 0.51
2458712.46893333 2.13578819754184 0.44
2458712.46970928 0.875372140162654 0.45
2458712.47049622 0.224751475201629 0.49
2458712.47128316 -0.594962968618347 0.45
2458712.47205811 0.485414632723405 0.48
2458712.47283405 0.795504903559049 0.48
2458712.473621 -1.35441465727854 0.45
2458712.47439594 5.46573239833742 0.47
2458712.47517188 0.0756637498561759 0.48
2458713.46415175 -2.01426938989607 0.45
2458713.46504269 -1.04435829465365 0.44
2458713.46581763 -0.893656006963283 0.5
2458713.46657058 -0.784135977723054 0.49
2458713.46735752 0.205965667479177 0.47
2458713.46813246 -3.2728996207843 0.46
2458713.46888441 -2.53286584831221 0.45
2458713.46964836 -2.31313990324998 0.48
2458713.4704123 -1.60256491835025 0.47
2458713.47117625 -1.73312172223814 0.46
2458714.46542163 -1.14046275604778 0.47
2458714.46627856 -1.39164578133932 0.5
2458714.46705351 -0.730855124158552 0.47
2458714.46781745 -1.3703498989089 0.48
2458714.4685934 -0.790912259690231 0.51
2458714.46935634 -0.290448902389471 0.5
2458714.47013229 0.36888512047517 0.5
2458714.47089623 -1.05093311348173 0.47
2458714.47166017 -0.420796998139849 0.52
2458714.47243512 0.339675302344403 0.53
2458715.46526851 3.11235833842511 0.54
2458715.46605546 0.10225303741754 0.48
2458715.4668314 -0.958155602129409 0.52
2458715.46761834 -0.238232050567603 0.52
2458715.46838229 0.452143628892372 0.49
2458715.46915723 -1.7881114225529 0.53
2458715.46992118 2.13223805832604 0.56
2458715.47069712 0.261915030081582 0.59
2458715.47146006 3.05245849094354 0.59
2458716.46502334 -4.00537029744373 0.46
2458716.46593727 -4.32505825872431 0.47
2458716.46670121 -5.41529873487889 0.47
2458716.46747616 -5.52503354554574 0.48
2458716.4682401 -4.69524077569076 0.47
2458716.46898105 -3.87543082865886 0.5
2458716.46974499 -5.13461659519817 0.47
2458716.47051994 -3.59410052242674 0.49
2458716.47128388 -3.64409481249095 0.48
2458716.47204783 -5.38497938518049 0.46
2458717.46340021 -1.99164649160957 0.49
2458717.46418715 -2.70166614950358 0.47
2458717.4649621 -1.83102638310811 0.46
2458717.46574904 -2.37081329279681 0.45
2458717.46654798 -3.49090785624867 0.47
2458717.46732292 0.0891278292656352 0.47
2458717.46810987 -2.3811009368037 0.45
2458717.46888581 -2.73084379347711 0.45
2458717.46968375 -2.6808488847164 0.49
2458717.4704707 -2.29032572976212 0.48
2458738.47438512 -10.7603966569404 0.4
2458738.47517206 -11.3606416722723 0.4
2458738.47597001 -10.2103211607682 0.36
2458738.47677995 -10.8809094809949 0.39
2458738.4775669 -11.7305884948801 0.38
2458738.47837784 -9.58083237856408 0.4
2458738.47916479 -10.5717165615679 0.42
2458738.47995173 -11.39173990786 0.39
2458738.48073868 -10.6018875729351 0.4
2458738.48152563 -10.1621445791498 0.42
2458739.47988375 -9.82799908399829 0.38
2458739.48069369 -9.66803977977906 0.39
2458739.48148064 -12.3581390910113 0.38
2458739.48226759 -12.5782840717657 0.41
2458739.48306653 -10.4085225347008 0.4
2458739.48385348 -11.9086551426444 0.39
2458739.48465142 -12.5891524207109 0.4
2458739.48543837 -12.2592221645427 0.36
2458739.48623731 -10.3890831750286 0.36
2458739.48702426 -12.3000292788165 0.37
2458740.47202672 -6.65142053694944 0.38
2458740.47286066 -5.16174826502174 0.42
2458740.47370561 -3.83162365672251 0.41
2458740.47454955 -2.9914262209204 0.42
2458740.47539449 -4.23138056290918 0.4
2458740.47623944 -2.92184500722215 0.41
2458740.47707338 -9.22216575303173 0.37
2458740.47788332 -8.45272517159901 0.38
2458740.47871627 -6.07274683201103 0.4
2458740.47955021 -9.12292466366125 0.36
2458741.47493441 -6.17451120230544 0.43
2458741.47573235 -10.4150826276345 0.41
2458741.4765433 -9.29517319973456 0.4
2458741.47736424 -9.08483183110366 0.4
2458741.47818619 -8.99573034208515 0.39
2458741.47900813 -9.55527065878778 0.39
2458741.47984108 -5.32561821105992 0.4
2458741.48070902 -6.195931290109 0.39
2458741.48153096 -9.59599612242891 0.41
2458741.48234091 -10.7260923282374 0.4
2458742.47482176 -10.4271037855069 0.42
2458742.47558471 -13.1966837894506 0.41
2458742.47637266 -12.1575247096698 0.41
2458742.47715961 -11.0467872975605 0.38
2458742.47795755 -11.667078523853 0.39
2458742.4787335 -11.617220490396 0.4
2458742.47949745 -11.7079386837577 0.4
2458742.4802844 -11.5681346884812 0.41
2458742.48105935 -10.7978916761131 0.4
2458742.48182329 -11.6679061402974 0.38
2458744.48025657 85.7446473972814 1.05
2458744.48124051 29.9548390300079 0.67
2458744.48217745 24.0848382267213 0.61
2458744.48310338 41.3639346912496 0.76
2458744.48405232 32.6742577812656 0.67
2458744.48502426 87.0442750321818 1.08
2458744.48602019 32.744020293474 0.68
2458744.48691113 1.24390586255686 0.44
2458744.48780207 17.5532665918909 0.54
2458744.48874001 13.5029555892143 0.55
