BJD RV eRV
2453537.87292166 1410.54031908688 0.314370034118
2453537.87338536 1409.96092704482 0.318820962092
2453744.96521044 2411.52673471608 0.197795560692
2453744.96570982 2412.15866586338 0.192086755595
2453744.966229 2411.6541590359 0.18305637372
2453808.81694805 2064.97256822123 0.227269528005
2453808.81741538 2065.31011537876 0.227012042405
2453808.81786152 2066.08450227432 0.223179483113
2453828.80684152 1844.15438661013 0.268226353359
2453828.8073269 1843.64098755663 0.233694185669
2453828.80778705 1844.02106126573 0.237593583267
2453828.80822681 1844.28912231588 0.254472364212
2453828.80866901 1844.61449195153 0.242149049654
2453828.80915519 1843.90528292793 0.231378482423
2453828.8096026 1843.92916567689 0.235451807661
2453828.81007316 1844.73505494703 0.238848061457
2453828.81051409 1845.58123464009 0.24727432054
2453828.81095317 1842.7824666527 0.230643969229
2453828.811428 1843.3136314197 0.250717824876
2453828.8118673 1842.13112857522 0.246483653821
2453872.69176565 1338.87305157054 0.329516261166
2453872.69222912 1346.28514169106 0.275156808668
2453872.69268332 1345.86652055717 0.268670999965
2453873.89776174 1321.13046919342 0.2090420493
2453873.89822128 1319.29471982034 0.224696361051
2453873.89866532 1323.60964152599 0.21380707171
2453877.7365666 1291.75907134021 0.198917749433
2453877.7370449 1289.39808185608 0.213110434532
2453877.73754124 1291.60895273075 0.210001008599
2453877.73802948 1292.47310369706 0.214245805525
2453877.73850914 1291.55075703609 0.208065660082
2453877.73987746 1290.58694643735 0.217216763013
2453877.7403561 1291.58967437531 0.249302567278
2453877.74084711 1292.39624982119 0.203709848947
2453877.74130874 1292.63393385013 0.219456763953
2453877.74181076 1291.44533816746 0.198983991405
2453877.74226173 1291.18109565055 0.223036455585
2453877.74272612 1290.01889992584 0.217235593127
2453877.74316794 1290.76385186062 0.217065050194
2453877.74361234 1290.53309682172 0.221172620761
2453877.74407408 1290.39237235575 0.238353727833
2453877.74456624 1290.39576179614 0.20943218283
2453877.74511189 1289.39583524306 0.223108050498
2453877.74830862 1288.53305632861 0.275914773672
2453877.74879084 1290.55939649604 0.250394300945
2453877.74931843 1290.41487825992 0.214999449579
2453877.749781 1291.15442406473 0.234832331307
2453877.75026333 1288.94084952598 0.239345302632
2453877.75071927 1288.74152387066 0.257283974037
2453877.7511773 1289.43993481314 0.261331536942
2453877.75165187 1290.06397730295 0.264573407196
2453877.75213539 1289.3271164901 0.234100050513
