V1 V2 V3
2447879.433 14.3277570803917 5.00011612365173
2447917.5755 7.09434742670467 4.99943559314471
2447939.804 -8.88699392524279 4.99939428831125
2447966.814 46.0014885796973 4.99991512427963
2448013.972 -18.3633244097219 4.99994912474128
2448014.3735 -11.9661032630303 4.9998151215819
2448014.702 -0.585179477578768 5.00013024830351
2448015.2495 -28.8889349874339 5.00002249994937
2448015.6875 -5.78263239799514 4.99968744023061
2448016.1255 -3.81151104290615 4.99977929512898
2448016.527 3.9448937966494 5.00001304998296
2448075.1095 2.27037004564834 4.99982384689711
2448075.584 -5.81552393375577 4.99948177314421
2448127.925 5.58297138326674 4.99966211358335
2448162.527 32.1327786359485 5.00000062499996
2448176.251 19.2789463080872 4.99917643217354
2448176.7255 1.20121605547727 5.00008582426345
2448264.5445 3.6781177551658 4.99962521095341
2448280.495 -8.90826179059788 4.99995552480225
2448311.9945 2.82919795086914 4.99944709442951
2448344.443 -6.57448532637513 5.0000058249966
2448344.808 -8.06139776453625 4.99951007599745
2448362.5835 -20.7317805328138 4.99976031925527
2448363.0215 -19.7387427325242 5.00006384959232
2448419.3045 9.62197710085194 5.00000802499363
2448431.751 -12.2835375713919 5.000157197529
2448432.189 -12.7805231276084 4.99995679981335
2448472.0835 -17.2919553489596 4.99962191070492
2448502.2325 13.0092248151557 4.99953857870912
2448522.6725 -1.80717544534522 4.99926557106119
2448523.1105 5.2317802857824 4.99941901624565
2448564.7935 12.7629672596332 4.99978332030501
2448565.195 62.5437244238977 4.99989764895234
2448565.6695 -9.5699315523553 4.99974501849845
2448566.144 13.0489229618458 4.99987624846853
2448566.582 -3.49575063248462 5.00008264931686
2448567.02 7.27812024259953 4.99988682371909
2448611.769 -2.31458956709576 4.99996049984377
2448621.5145 0.254338596901707 4.99984289753179
2448621.9525 7.80789428460503 4.99953207810496
2448682.89 -14.3510516867898 4.99979992099703
2448707.2656 -32.9241759460537 4.99953422830569
2448816.663 6.87849978042474 4.99999439999719
2448962.4408 6.6485307156257 4.99990882416894
2448963.3192 -1.01800199942885 4.99979779591153
2449042.7025 -1.6477129879693 4.99970624137056
