BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot ZB
2453040 -0.000152009189421039 2453040 -0.000305441623005005 -44121.9343049017 0.000147174930948069
2453050 0.000576616187912669 2453050 0.000423028691054451 -44732.0126499173 0.00014920993325962
2453060 0.00131558348249874 2453060 0.00116184092220592 -44663.4415658196 0.000148981204743381
2453070 0.00204153738700984 2453070 0.00188763976348419 -43908.6627138015 0.0001464635334949
2453080 0.00273292593303154 2453080 0.002578873246809 -42552.0279852908 0.0001419382871376
2453090 0.00336964856195127 2453090 0.00321544081387945 -40593.0456815737 0.000135403825541114
2453100 0.00393243026446436 2453100 0.00377806745568973 -38116.5181995495 0.000127143019053366
2453110 0.0044059781588252 2453110 0.00425146029073133 -35235.4212542452 0.00011753271409598
2453120 0.00477705938804406 2453120 0.00462238646221973 -31983.0564469104 0.000106683992853851
2453130 0.00503523202756852 2453130 0.0048804040457644 -28501.1566340274 0.0000950696252473016
2453140 0.00517473050355734 2453140 0.0050197474676135 -24890.3280612963 0.0000830251975895147
2453150 0.00519178340086586 2453150 0.00503664531268085 -21211.9575493379 0.0000707554742732652
2453160 0.00508657182099192 2453160 0.00493127868246146 -17621.3884887539 0.0000587786250738631
2453170 0.00486330441111571 2453170 0.00470785622407028 -14181.0417357681 0.0000473028635555872
2453180 0.00452787281246412 2453180 0.00437226957864285 -10974.3672783971 0.0000366065489159073
2453190 0.00409038196797405 2453190 0.00393462368895939 -8132.1452243106 0.0000271259166376714
2453200 0.00356344732268659 2453200 0.00340753399986539 -5673.9418619366 0.000018926232833838
2453210 0.00296109534799251 2453210 0.00280502698253412 -3692.55171860243 0.00001231702672988
2453220 0.00230089580438017 2453220 0.00214467239718153 -2264.74085806291 0.00000755436235178042
2453230 0.00160103575380331 2453230 0.00144465730547937 -1376.62230881918 0.0000045919177487086
2453240 0.000880815283407772 2453240 0.000724281794274218 -1108.05938907914 0.00000369608827543999
2453250 0.000161487709650996 2453250 0.00000479917969398657 -1461.8372765505 0.00000487616428479498
2453260 -0.000536964969209783 2453260 -0.000693808540313917 -2402.32707117419 0.00000801330055866245
2453270 -0.00119406687461513 2453270 -0.00135106548750754 -3967.85556767599 0.0000132353415230879
2453280 -0.00178974238321043 2453280 -0.00194689603884355 -6080.69694022555 0.0000202830217304051
2453290 -0.00230678623339095 2453290 -0.00246409493298397 -8689.1003913985 0.0000289837191014275
2453300 -0.00272863173012983 2453300 -0.00288609547515882 -11766.0245883884 0.0000392472334590499
2453310 -0.00304174866154613 2453310 -0.00319936745369695 -15167.417471186 0.0000505930588526882
2453320 -0.00323648713570925 2453320 -0.00339426097681739 -18827.7465495128 0.0000628026024240835
2453330 -0.00330525035397863 2453330 -0.00346317924599735 -22650.1032081729 0.0000755526118277894
2453340 -0.00324551961059547 2453340 -0.00340360355551711 -26463.6821414734 0.0000882733418913206
2453350 -0.00305869222184112 2453350 -0.00321693122163632 -30199.2138616632 0.000100733734474612
2453360 -0.00274923952585082 2453360 -0.00290763358242092 -33715.1560355885 0.000112461655174756
2453370 -0.00232717133819298 2453370 -0.0024857204532841 -36871.4713640462 0.000122989989841726
2453380 -0.00180520147591044 2453380 -0.00196390565107158 -39616.9366828838 0.000132147876391486
2453390 -0.00119909127149157 2453390 -0.00135795050802734 -41814.164404058 0.000139477039159064
2453400 -0.000528588792677379 2453400 -0.000687603091586196 -43405.3527148038 0.000144784672050702
2453410 0.000186041649709663 2453410 0.000026872287743588 -44377.2288999871 0.000148026502054255
2453420 0.000922600224890286 2453420 0.000763275799526952 -44645.3289978076 0.000148920787719775
2453430 0.00165786568914487 2453430 0.00149838620040433 -44251.5278991473 0.000147607208648148
2453440 0.00237035551613712 2453440 0.00221072096437251 -43221.0905728581 0.000144170039704128
2453450 0.00303825930895453 2453450 0.00287846969485717 -41548.0870183208 0.000138589500534803
2453460 0.0036418455722847 2453460 0.00348190089685184 -39350.0797658637 0.000131257737530754
2453470 0.00416448838414141 2453470 0.0040043886486281 -36672.6736078673 0.000122326871905054
2453480 0.00459071011614871 2453480 0.00443045532204998 -33585.4434709701 0.000112028980632228
2453490 0.00490924697002965 2453490 0.00474883711901517 -30234.7159382389 0.000100852156655118
2453500 0.00511207508348373 2453500 0.00495151017734758 -26666.8963044654 0.0000889511913754193
2453510 0.00519341695692616 2453510 0.00503269699755202 -23004.2476458074 0.0000767339105168796
2453520 0.00515244098652604 2453520 0.00499156597581047 -19376.4934973405 0.0000646330252155325
2453530 0.00499078226792991 2453530 0.00482975220774412 -15824.4278043685 0.0000527846094259266
2453540 0.00471303784218625 2453540 0.00455185273433017 -12490.6705733081 0.000041664392282037
2453550 0.00432818624170856 2453550 0.00416684608784291 -9458.22077946119 0.0000315492285648533
2453560 0.00384657335477576 2453560 0.00368507815640084 -6767.37959422315 0.0000225735485120948
2453570 0.00328176887616763 2453570 0.00312011863457334 -4552.0944056186 0.0000151841525166674
2453580 0.00265019301771718 2453580 0.00248838773393883 -2818.37257598469 0.00000940107898239617
2453590 0.00196863076260583 2453590 0.00180667043741846 -1627.00689491932 0.00000542711082784919
2453600 0.00125668358854633 2453600 0.00109456822242107 -1053.7750157335 0.00000351501509665564
2453610 0.00053465885114073 2453610 0.000372388444233837 -1063.44492121866 0.00000354727042939373
2453620 -0.000177579025650956 2453620 -0.000340004473491232 -1693.79723124003 0.00000564989940887717
2453630 -0.000858628628872013 2453630 -0.00102120911812925 -2953.92133981175 0.00000985322099000818
2453640 -0.00148877374848614 2453640 -0.00165150927994962 -4761.41457666034 0.00001588236945127
2453650 -0.00204949013055332 2453650 -0.00221238070529956 -7127.4923119684 0.0000237747552407352
2453660 -0.00252280748224443 2453660 -0.00268585310162857 -9976.0915810587 0.0000332766596184975
2453670 -0.00289459681387917 2453670 -0.0030577974794754 -13196.9017473908 0.0000440201259078732
2453680 -0.00315269267602834 2453680 -0.00331604838959952 -16754.9406049155 0.0000558884660297743
2453690 -0.00328786276878522 2453690 -0.00345137353223734 -20500.1445579829 0.000068381121709149
2453700 -0.00329597152202941 2453700 -0.00345963733733257 -24320.8860655704 0.0000811257435487933
2453710 -0.00317540262078778 2453710 -0.00333922348993716 -28135.969462939 0.0000938514919642808
2453720 -0.00292919297783347 2453720 -0.00309316890277715 -31763.8062590331 0.000105952652948438
2453730 -0.00256516596553692 2453730 -0.00272929694810168 -35123.6058224644 0.000117159737962669
2453740 -0.00208196374972071 2453740 -0.00224624979175439 -38113.9932768111 0.00012713459681768
2453750 -0.00151776382177277 2453750 -0.00168220492453125 -40586.153521624 0.000135380835770138
2453760 -0.000878778849544478 2453760 -0.00104337501418732 -42517.150444635 0.000141821948184684
2453770 -0.000184196678414568 2453770 -0.000348947905803817 -43823.0010608625 0.000146177796977343
2453780 0.000543566554601279 2453780 0.000378660263951146 -44443.2217592802 0.000148246630538251
2453790 0.00128233246052158 2453790 0.00111727110643996 -44418.4275169814 0.000148163925848266
2453800 0.00200994963876262 2453800 0.00184473322142239 -43708.0082551608 0.000145794222265461
2453810 0.00270364530679003 2453810 0.00253827382671714 -42357.355222268 0.000141288928697025
2453820 0.00334356184255382 2453820 0.00317803530058212 -40449.4741907583 0.000134924922596813
2453830 0.00391102933121006 2453830 0.00374534772846289 -37992.7348046242 0.000126730122092078
2453840 0.00438934413469487 2453840 0.00422350747255457 -35113.9834491586 0.000117127641180215
2453850 0.00476609867893137 2453850 0.00460010695897264 -31903.6915867926 0.000106419260176294
2453860 0.00503063133443256 2453860 0.00486448455839542 -28413.5323228926 0.0000947773420066911
2453870 0.00517608463987995 2453870 0.00500978280961076 -24804.5682892252 0.0000827391337817618
2453880 0.00519979729380137 2453880 0.00503334041118774 -21146.0006982267 0.0000705354658996349
2453890 0.00510098489095504 2453890 0.00493437295789674 -17524.4881235096 0.0000584554002472926
2453900 0.00488345568046786 2453900 0.00471668869880563 -14087.8428448239 0.0000469919855182743
2453910 0.00455405287592039 2453910 0.00438713084738883 -10872.6733557338 0.0000362673345029041
2453920 0.00412151309055162 2453920 0.00395443601674991 -7987.67532133918 0.0000266440169129911
2453930 0.00359885678062481 2453930 0.00343162466295021 -5532.86354828131 0.0000184556462333729
2453940 0.00300049796864476 2453940 0.00283311080827107 -3516.66652757497 0.0000117303368838417
2453950 0.00234271435744089 2453950 0.00217517215528949 -2046.8884625885 0.00000682768497994868
2453960 0.00164473714432873 2453960 0.00147703990102284 -1156.12569209005 0.00000385642020417354
2453970 0.000925512881230007 2453970 0.000757660597099053 -835.352196229961 0.00000278643499507236
2453980 0.000205528759421098 2453980 0.0000375214344768671 -1159.31245932236 0.00000386705011545807
2453990 -0.000493935463593505 2453990 -0.000662097829669176 -2086.63357201571 0.00000696026039459507
2454000 -0.00115336241152166 2454000 -0.00132167981934955 -3596.48099067833 0.0000119965692755297
2454010 -0.00175263603533844 2454010 -0.00192110848585126 -5698.94912544663 0.0000190096480860991
2454020 -0.00227346787944723 2454020 -0.00244209537386121 -8285.13128117078 0.0000276362231940164
2454030 -0.00270046994702034 2454030 -0.00286925248679034 -11319.4902899579 0.0000377577553667408
2454040 -0.00301924777151183 2454040 -0.00318818535831589 -14731.348603615 0.0000491384896801339
2454050 -0.00321966774282858 2454050 -0.00338876037850187 -18368.0363452022 0.0000612691742405413
2454060 -0.0032950711706463 2454060 -0.00346431885712721 -22175.9140945158 0.0000739708872012912
2454070 -0.00324152934096732 2454070 -0.00341093208025518 -26016.004061264 0.0000867800485536696
2454080 -0.00306071700340347 2454080 -0.00323027479747164 -29736.109630342 0.0000991889850355809
2454090 -0.00275745508280712 2454090 -0.00292716793355419 -33272.7636722239 0.000110985993090673
2454100 -0.00234030123284659 2454100 -0.00251016914203849 -36462.3389256438 0.000121625270925407
2454110 -0.00182288894855805 2454110 -0.00199291191774929 -39206.9378602822 0.000130780267528552
2454120 -0.00122062244265398 2454120 -0.00139080047316026 -41454.5175004323 0.000138277386219077
2454130 -0.000552299872350875 2454130 -0.000722632965196402 -43074.9721602769 0.000143682641143283
2454140 0.000160604483843217 2454140 -0.00000988367203280573 -44061.2284600498 0.000146972438045956
2454150 0.000896829653094088 2454150 0.000726186433825977 -44392.0669777159 0.000148075996553976
2454160 0.00163324394409777 2454160 0.00146244566143464 -44015.0210366508 0.000146818306672181
2454170 0.00234731799576772 2454170 0.00217636465005595 -43010.6485950008 0.000143468080824771
2454180 0.0030184454175641 2454180 0.0028473370094696 -41391.1768698408 0.000138066104617751
2454190 0.00362610051141755 2454190 0.00345483704192447 -39194.0851978783 0.000130737395661495
2454200 0.00415316049527956 2454200 0.00398174196563753 -36548.642936399 0.000121913150118003
2454210 0.00458519409110419 2454210 0.00441362050278663 -33489.078276879 0.000111707540944472
2454220 0.00490956836505634 2454220 0.00473783971973252 -30125.997564937 0.0001004895111969
2454230 0.00511849203277136 2454230 0.00494660833223137 -26588.4612028777 0.0000886895600384907
2454240 0.00520667625352064 2454240 0.00503463749963656 -22921.3816455728 0.0000764574992929701
2454250 0.00517185015297027 2454250 0.0049996563476494 -19274.8037140648 0.00006429382461004
2454260 0.00501651685730363 2454260 0.00484416800241446 -15742.0795580866 0.0000525099252433048
2454270 0.00474498312718785 2454270 0.0045724792245321 -12375.8449506095 0.0000412813752326269
2454280 0.00436522076869788 2454280 0.00419256181995364 -9325.80175343084 0.000031107526238805
2454290 0.00388873925085611 2454290 0.00371592525752304 -6634.84758142121 0.0000221314693027441
2454300 0.00332810952277849 2454300 0.00315514048616133 -4305.03092355196 0.0000143600374481467
2454310 0.00269950384563705 2454310 0.00252637976678976 -2624.46016773731 0.00000875425681234887
2454320 0.00202070589298801 2454320 0.00184742677268885 -1409.35007017209 0.00000470108580974404
2454330 0.00130996521042614 2454330 0.00113653104917039 -782.60653596029 0.00000261049441063754
2454340 0.000588161519895684 2454340 0.000414572317854865 -787.331590138008 0.00000262625549485307
2454350 -0.000124401900503144 2454350 -0.000298146143472299 -1374.84433493469 0.00000458598706620794
2454360 -0.000807522766628035 2454360 -0.000981422050982038 -2591.80068482797 0.00000864531650368594
2454370 -0.00144029176754193 2454370 -0.00161434609406149 -4397.73283296864 0.0000146692577335239
2454380 -0.00200446502320326 2454380 -0.00217867439295198 -6714.3039863183 0.0000223965073408161
2454390 -0.00248266129827554 2454390 -0.0026570257125865 -9542.67458818428 0.0000318309361477809
2454400 -0.00285933922153263 2454400 -0.0030338586819799 -12762.4331836224 0.0000425708947742187
2454410 -0.00312319994865458 2454410 -0.00329787445698741 -16280.7643081593 0.0000543067841558553
2454420 -0.00326475919363983 2454420 -0.00343958875175453 -20035.943230659 0.0000668327127517632
2454430 -0.00327874282416795 2454430 -0.0034537274340426 -23856.1361333467 0.0000795755046424373
2454440 -0.00316463215445315 2454440 -0.00333977181807389 -27655.5673088388 0.0000922490428656442
2454450 -0.00292445152964364 2454450 -0.00309974624896519 -31321.0781163054 0.00010447587082496
2454460 -0.00256558432971459 2454460 -0.00274103410657722 -34682.7763358386 0.000115689289074239
2454470 -0.00209915750783878 2454470 -0.00227476234391022 -37687.7755648296 0.000125712887563134
2454480 -0.00153878706802739 2454480 -0.00171454696476425 -40211.7711374835 0.000134132030557899
2454490 -0.000902698286189834 2454490 -0.00107861324476616 -42148.1225768718 0.00014059100371655
2454500 -0.000210472048541878 2454500 -0.000386542069828078 -43494.6726341417 0.000145082611231473
2454510 0.000516786020478422 2454510 0.000340560935939171 -44161.8630804934 0.000147308119007095
2454520 0.00125575191431987 2454520 0.00107937176634603 -44145.2468808344 0.000147252693331046
2454530 0.00198453998001759 2454530 0.00180800476876698 -43489.3471944267 0.000145064847476672
2454540 0.00268112263594423 2454540 0.0025044323619162 -42165.5364809189 0.000140649090248024
2454550 0.00332423961867683 2454550 0.00314739428270037 -40267.568948635 0.000134318152021806
2454560 0.00389605681822892 2454560 0.00371905642140955 -37862.8913415054 0.000126297010919152
2454570 0.00437978018936233 2454570 0.00420262473306595 -34985.1669117564 0.000116697955462763
2454580 0.00476187282011497 2454580 0.0045845623059174 -31785.9288675974 0.00010602644602753
2454590 0.00503278329697919 2454590 0.00485531772660433 -28329.4165169137 0.0000944967618795589
2454600 0.00518474644270136 2454600 0.00500712581799351 -24699.2544614657 0.0000823878446650772
2454610 0.00521464162488015 2454610 0.005036865947732 -21052.0705671793 0.000070222148707888
2454620 0.00512265258441929 2454620 0.00494472185672067 -17434.777656997 0.0000581561583413714
2454630 0.00491117899486197 2454630 0.00473309321846552 -13963.8658715972 0.0000465784428492766
2454640 0.00458740696864943 2454640 0.00440916614529636 -10757.7378933658 0.0000358839510677944
2454650 0.00416050522590636 2454650 0.00398210935719571 -7845.68026605597 0.0000261703723916096
2454660 0.00364209268273039 2454660 0.00346354177008106 -5354.32615088564 0.0000178601095791597
2454670 0.00304757176955672 2454670 0.00286886581414879 -3339.69969520806 0.0000111400390706562
2454680 0.00239290687337318 2454680 0.00221404587613918 -1819.63106722269 0.00000606963590532583
2454690 0.00169643779216779 2454690 0.00151742175375591 -899.613969313362 0.0000030007891970163
2454700 0.000978370491064355 2454700 0.000799199411809477 -567.396995247093 0.00000189263265337747
2454710 0.000258219793003026 2454710 0.0000788936729374549 -832.640979882613 0.00000277739135079447
2454720 -0.000442804930760459 2454720 -0.000622286091933275 -1744.51122888741 0.00000581906309626845
2454730 -0.00110411066048695 2454730 -0.00128374686338286 -3228.51967800797 0.0000107691824522416
2454740 -0.00170684130294343 2454740 -0.00188663254847066 -5280.871791995 0.0000176150922115426
2454750 -0.00223193773698404 2454750 -0.00241188402634631 -7868.00348728773 0.0000262448346425304
2454760 -0.00266349619978541 2454760 -0.00284359753443305 -10868.4927982551 0.0000362533896641759
2454770 -0.00298816607257434 2454770 -0.00316842245416468 -14253.9315278529 0.0000475459977310466
2454780 -0.00319446653248539 2454780 -0.00337487796285378 -17906.2547111652 0.0000597288365111748
2454790 -0.00327595394946109 2454790 -0.00345652043054277 -21684.7107768235 0.0000723324092990474
2454800 -0.00322911420528941 2454800 -0.00340983573907413 -25531.2244381261 0.0000851629977900448
2454810 -0.003054162650444 2454810 -0.00323503923891814 -29275.6979328566 0.0000976532169226774
2454820 -0.00275677681199687 2454820 -0.00293780845705882 -32799.4585913545 0.000109407217280144
2454830 -0.00234514648309345 2454830 -0.00252633318651458 -36027.558319978 0.000120174998932021
2454840 -0.00182028186214757 2454840 -0.0020016236256836 -38796.6415157749 0.000129411666239365
2454850 -0.00122191080064001 2454850 -0.00140340762543068 -41053.2562142492 0.000136938922640439
2454860 -0.000556250265778411 2454860 -0.000737902152867043 -42732.1428132999 0.000142539085533966
2454870 0.000155468238155263 2454870 -0.000026338711945477 -43735.3370939241 0.00014588538145921
2454880 0.000890941458672567 2454880 0.000708979445191397 -44094.2775536985 0.000147082677956156
2454890 0.00162832419099766 2454890 0.00144620711410646 -43775.6906216975 0.000146019986339008
2454900 0.00234442557391488 2454900 0.00216215343394361 -42777.3226601538 0.000142689789281336
2454910 0.00301813033095469 2454910 0.00283570312856072 -41196.7140766508 0.00013741744656115
2454920 0.00363003716110835 2454920 0.00344745489724987 -39038.5281002228 0.000130218513036184
2454930 0.00416170730664059 2454930 0.00397896998256169 -36389.7617849133 0.000121383179642609
2454940 0.004598920612976 2454940 0.00441602823014125 -33369.5709716927 0.000111308907483232
2454950 0.00492961210756704 2454950 0.00474656466762808 -30014.3392494199 0.000100117059147031
2454960 0.00514451374134132 2454960 0.00496131124609349 -26468.4556801755 0.0000882892647025013
2454970 0.00523916442051117 2454970 0.005055806871819 -22830.5954263969 0.0000761546690624115
2454980 0.00521107860820898 2454980 0.00502756600797551 -19160.7764736425 0.000063913470677246
2454990 0.00506166152450468 2454990 0.00487799387461118 -15618.876022772 0.0000520989624854806
2455000 0.00479633222313176 2455000 0.00461250952537547 -12262.098788539 0.0000409019588762938
2455010 0.00442210558075726 2455010 0.00423812783682665 -9167.48635314967 0.0000305794429062978
2455020 0.00395015062582484 2455020 0.00376601783723522 -6475.4829044547 0.0000215998859599553
2455030 0.00339400482623361 2455030 0.00320971699429037 -4179.4809061639 0.0000139412476686251
2455040 0.00276846116504175 2455040 0.00258401829082091 -2391.15828059292 0.00000797604548341546
2455050 0.00209181038161198 2455050 0.00190721246590598 -1170.89929802622 0.00000390569964914267
2455060 0.00138274626380485 2455060 0.00119799330711626 -504.019563590561 0.00000168122829691253
2455070 0.000660849532618302 2455070 0.000475941535146085 -464.527198477616 0.00000154949594655118
2455080 -0.0000524306889913893 2455080 -0.000237493727380827 -1047.2612268346 0.00000349328743565192
2455090 -0.00073715506965752 2455090 -0.000922373149406943 -2210.65361628118 0.00000737394673311353
2455100 -0.00137314201462359 2455100 -0.00155851513648868 -3990.41948633841 0.0000133106066542155
2455110 -0.00194077764379226 2455110 -0.00212630580883282 -6299.72184729227 0.0000210136101799208
2455120 -0.00242355727784188 2455120 -0.00260924048737362 -9077.92441032726 0.0000302806964220803
2455130 -0.0028058108244003 2455130 -0.0029916490799819 -12295.6811461211 0.0000410139775635088
2455140 -0.00307511069043678 2455140 -0.0032611039938196 -15803.49054257 0.0000527147702380493
2455150 -0.003223110812634 2455150 -0.00340925916569882 -19529.1951493146 0.0000651423830992925
2455160 -0.00324358790788132 2455160 -0.00342989131260541 -23372.1701932781 0.0000779611680333803
2455170 -0.00313551242838852 2455170 -0.00332197088676511 -27161.2395441852 0.0000906001429301639
2455180 -0.00290185046857791 2455180 -0.00308846398255426 -30829.0400896636 0.000102834608633362
2455190 -0.00254856054467043 2455190 -0.00273532911610138 -34231.8236182323 0.000114185072721984
2455200 -0.00208705623876737 2455200 -0.0022739798693308 -37232.465973575 0.000124194138244715
2455210 -0.00153133549324747 2455210 -0.00171841418440423 -39790.5912531517 0.000132727125687571
2455220 -0.000898242121931353 2455220 -0.00108547587488113 -41772.6557837898 0.000139338581305437
2455230 -0.000208351421508199 2455230 -0.000395740237131635 -43124.6678117006 0.000143848407993308
2455240 0.000517541981997769 2455240 0.00032999810314244 -43846.7147110224 0.000146256897199937
2455250 0.00125695649522204 2455250 0.00106925755292517 -43864.1036976319 0.000146314900615785
2455260 0.00198666773305478 2455260 0.00179881372746682 -43222.8574703769 0.00014417593343985
2455270 0.00268553290043972 2455270 0.00249752383203895 -41956.9887240842 0.000139953449809882
2455280 0.00333229917841313 2455280 0.00314413504800734 -40070.3896844083 0.00013366043279317
2455290 0.00390796852906232 2455290 0.0037196493377539 -37685.8307338222 0.000125706400305181
2455300 0.0043968890168968 2455300 0.0042084147660308 -34851.3949973257 0.000116251740386764
2455310 0.00478469448027407 2455310 0.00459606517141829 -31640.6630627138 0.000105541891459837
2455320 0.00506129543913173 2455320 0.00487251107401043 -28205.0141182436 0.0000940818001440302
2455330 0.00521991469439892 2455330 0.00503097527484142 -24590.7081119409 0.0000820257730164142
2455340 0.00525605436259019 2455340 0.00506695989049557 -20917.6770245549 0.0000697738601034281
2455350 0.00517016654297386 2455350 0.00498091702023418 -17316.9867669207 0.0000577632502246628
2455360 0.00496511282617044 2455360 0.00477570825463338 -13829.6696455272 0.0000461308124219961
2455370 0.00464663743034517 2455370 0.00445707781176937 -10594.1835108764 0.0000353383923716866
2455380 0.00422483538479533 2455380 0.00403512072078288 -7689.09138520161 0.0000256480481080068
2455390 0.00371106103990717 2455390 0.00352119133188412 -5153.68547979676 0.0000171908443400426
2455400 0.00311972331912941 2455400 0.00292969856829839 -3114.40654060896 0.0000103885419979743
2455410 0.00246798737512859 2455410 0.0022778075824261 -1586.6561117489 0.00000529251510306139
2455420 0.00177326124765997 2455420 0.00158292641375257 -608.172854415868 0.00000202864627907307
2455430 0.00105556013036868 2455430 0.000865070255612604 -260.311520204152 0.000000868305767065536
2455440 0.000335422521900652 2455440 0.000144777606333681 -501.05490736725 0.00000167133926820551
2455450 -0.000367218266656853 2455450 -0.000558018223306012 -1357.57579509413 0.00000452838541753486
2455460 -0.00103109638910591 2455460 -0.00122205138743828 -2836.23789224999 0.0000094606712629508
2455470 -0.00163686883831663 2455470 -0.00182797887923315 -4850.95916701908 0.000016181058053899
2455480 -0.0021666119891241 2455480 -0.00235787707380362 -7401.94924794371 0.0000246902450359299
2455490 -0.00260313355630335 2455490 -0.00279455368619129 -10406.6618056984 0.0000347128872925095
2455500 -0.00293328868245958 2455500 -0.00312486385920517 -13752.2625248143 0.0000458726100601714
2455510 -0.00314613199348816 2455510 -0.00333786221891034 -17397.9438069682 0.0000580332938427963
2455520 -0.00323377286342212 2455520 -0.00342565813946219 -21187.8086269336 0.000070674922138747
2455530 -0.00319350346831136 2455530 -0.00338554379695259 -25007.4061748077 0.0000834157281395242
2455540 -0.00302524233085584 2455540 -0.00321743771408275 -28776.7553425143 0.0000959889235856437
2455550 -0.0027335626404806 2455550 -0.00292591308020684 -32315.3885829346 0.000107792533536433
2455560 -0.00232775573901162 2455560 -0.00252026123700675 -35541.6353094724 0.000118554134238669
2455570 -0.00181938567103482 2455570 -0.0020120462288891 -38359.7303843654 0.000127954287577059
2455580 -0.00122465634592392 2455580 -0.00141747196497637 -40629.9151649106 0.000135526808899611
2455590 -0.000562351366919684 2455590 -0.000755322048218073 -42334.0455092616 0.000141211175863742
2455600 0.000147649945112972 2455600 -0.0000454757991709003 -43394.5091726391 0.000144748501887393
2455610 0.000882551743564032 2455610 0.000689270935908591 -43761.7303205287 0.000145973419786727
2455620 0.00161999995107583 2455620 0.00142656408000934 -43486.7902141758 0.000145056318308634
2455630 0.00233799376799378 2455630 0.00214440283381788 -42534.7790117758 0.000141880750755163
2455640 0.00301423489051326 2455640 0.00282048889387533 -40956.6053176756 0.000136616529951783
2455650 0.00362950099679725 2455650 0.00343559993864273 -38846.2985706472 0.000129577304345152
2455660 0.00416597121828545 2455660 0.00397191509983608 -36218.0480849652 0.000120810404393046
2455670 0.0046079913061906 2455670 0.00441378012891085 -33197.2976415695 0.000110734265508339
2455680 0.00494429966455687 2455680 0.00474993343008582 -29880.4196232203 0.0000996703513576058
2455690 0.00516546647887349 2455690 0.00497094518899643 -26324.4271412883 0.000087808837209935
2455700 0.00526588402316156 2455700 0.00507120767975074 -22686.3810921236 0.0000756736218231469
2455710 0.00524417346322203 2455710 0.00504934206817106 -19035.169576562 0.0000634944911674928
2455720 0.00510083934571725 2455720 0.00490585290091194 -15458.7976205569 0.0000515649984115241
2455730 0.00484085770112296 2455730 0.00464571620837194 -12102.8879428066 0.0000403708886592691
2455740 0.00447220539441183 2455740 0.00427690885540006 -9001.07953132442 0.0000300243694967284
2455750 0.00400469694167236 2455750 0.00380924535793263 -6002.22445118161 0.0000200212656823462
2455760 0.00345226460796002 2455760 0.00325665798080909 -3968.75061199272 0.0000132383270695646
2455770 0.00283013702313861 2455770 0.00263437535365712 -2144.94161230612 0.00000715475508161756
2455780 0.00215525604109009 2455780 0.00195933933009599 -881.895397594179 0.00000294168640357917
2455790 0.00144736500582968 2455790 0.0012512932538348 -209.366715462247 0.000000698372190077734
2455800 0.000725787068234295 2455800 0.000529560275450853 -116.790031614276 0.000000389569612235796
2455810 0.0000111177801742288 2455810 -0.000185264053504897 -670.099782188254 0.00000223521227538104
2455820 -0.000675401536842448 2455820 -0.000871938411853728 -1820.79347213513 0.00000607351327075456
2455830 -0.00131443923890349 2455830 -0.00151113115598313 -3542.96937938708 0.0000118180737535001
2455840 -0.00188640340300337 2455840 -0.00208325036319137 -5842.1415393316 0.0000194872865658668
2455850 -0.00237369436765508 2455850 -0.00257069637226431 -8601.95307376184 0.0000286930269398633
2455860 -0.00276175974773691 2455860 -0.00295891679830588 -11776.909078095 0.0000392835402086567
2455870 -0.00303733078763525 2455870 -0.00323464288590821 -15295.3453113303 0.0000510197801951717
2455880 -0.00319153870257472 2455880 -0.00338900585043343 -19001.7356375271 0.000063382967551262
2455890 -0.00321911473808038 2455890 -0.00341673693748829 -22832.3104765445 0.0000761603898539187
2455900 -0.00311763019368 2455900 -0.00331540744663821 -26649.328660115 0.0000888925920214945
2455910 -0.00289026636783618 2455910 -0.00308819867629649 -30303.6611563124 0.000101082133147967
2455920 -0.00254339652790074 2455920 -0.00274148389371611 -33729.109951489 0.000112508200428074
2455930 -0.00208699862215625 2455930 -0.00228524104702493 -36766.3985688837 0.000122639504723243
2455940 -0.00153594282194596 2455940 -0.00173434030733564 -39323.1302900372 0.000131167843755553
2455950 -0.000906775372076805 2455950 -0.00110532791919862 -41354.7532118285 0.000137944608372464
2455960 -0.000219123891553027 2455960 -0.00041783150131379 -42740.0071809468 0.00014256531824075
2455970 0.000504997437484642 2455970 0.000306134764519463 -43475.5016992804 0.000145018663876062
2455980 0.00124401465678847 2455980 0.00104499692038791 -43552.3059810517 0.000145274855383626
2455990 0.00197483766626803 2455990 0.00177566486655915 -42929.8261619845 0.000143198486207363
2456000 0.00267520394881014 2456000 0.00247587608626516 -41689.7799763949 0.000139062137368362
2456010 0.00332504540167749 2456010 0.00312556247707982 -39853.6225329288 0.000132937375405651
2456020 0.0039046609764595 2456020 0.00370502299089801 -37468.5825160575 0.00012498173825326
2456030 0.0043978046069614 2456030 0.00419801156177685 -34665.3800320852 0.000115631261251026
2456040 0.00479113808468533 2456040 0.00459118998142529 -31481.6177936823 0.000105011373547237
2456050 0.00507329129070089 2456050 0.00487318813108923 -28030.0109772302 0.0000934980525001405
2456060 0.00523764548197831 2456060 0.00503738726784153 -24443.401341522 0.0000815344105205007
2456070 0.00528019372409166 2456070 0.0050797804573184 -20766.8138141351 0.0000692706346006045
2456080 0.00519997580289142 2456080 0.00499940748538518 -17143.9489908958 0.0000571860583327144
2456090 0.00500068404034944 2456090 0.00479996067395648 -13672.3279170577 0.0000456059769090578
2456100 0.00468782239415031 2456100 0.00448694398063157 -10404.1935485388 0.000034704654072848
2456110 0.00428200828962416 2456110 0.00408097483042087 -7479.39522648461 0.0000249485770135172
