BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot ZB
2451630 0.00343332172684926 2451630 0.00330175156639889 -40871.0082341502 0.000136331008814605
2451640 0.00398852841278687 2451640 0.00385680319175113 -38359.0021672163 0.000127951858506115
2451650 0.00445243055416211 2451650 0.00432055027395671 -35408.1080684706 0.000118108735305378
2451660 0.00481265853761693 2451660 0.00468062319984934 -32154.2915940547 0.000107255171823084
2451670 0.00505979803948931 2451670 0.00492760764591301 -28647.0158584135 0.0000955561592493881
2451680 0.00518693000518437 2451680 0.00505458455766009 -25010.0058522555 0.000083424399730081
2451690 0.00519193057254724 2451690 0.00505943007296866 -21363.3061874657 0.0000712603189886307
2451700 0.00507511476540081 2451700 0.0049424592156567 -17760.6953741536 0.0000592433028256956
2451710 0.00484000407256338 2451710 0.00470719347448794 -14344.3835607542 0.0000478477132361821
2451720 0.00449435077535037 2451720 0.00436138513065758 -11190.4521189341 0.0000373273303591048
2451730 0.00404751494602992 2451730 0.00391439425628864 -8353.66105403618 0.0000278648139108162
2451740 0.00351222745843481 2451740 0.0033789517250165 -5962.37807339008 0.0000198883524727966
2451750 0.00290395560266429 2451750 0.00277052482670058 -4039.99501058276 0.0000134759728031009
2451760 0.00223896070016806 2451760 0.00210537488253845 -2640.03867325436 0.00000880622111332219
2451770 0.00153637463593941 2451770 0.00140263377722676 -1842.95952058758 0.00000614745124971616
2451780 0.000816039399766333 2451780 0.000682143500245854 -1625.23795807806 0.00000542121028968001
2451790 0.0000978300100652554 2451790 -0.0000362209302960165 -2028.62047251716 0.00000676674952415635
2451800 -0.000596832172365483 2451800 -0.000731038153932653 -3060.62700223428 0.0000102091527673931
2451810 -0.00124801195636376 2451810 -0.00138237297981103 -4657.74634485999 0.0000155365694518572
2451820 -0.0018365785220505 2451820 -0.00197109458834871 -6832.07850533256 0.00002278936084954
2451830 -0.00234396433212969 2451830 -0.00247863544253755 -9507.6720788763 0.0000317141803443111
2451840 -0.00275506611408481 2451840 -0.00288989227009522 -12591.4404751096 0.0000420005244932131
2451850 -0.00305653780505526 2451850 -0.00319151900836807 -16047.257092121 0.0000535278879234546
2451860 -0.00323800389619373 2451860 -0.00337314014866965 -19729.6088659579 0.0000658108912998667
2451870 -0.00329378783434004 2451870 -0.00342907913792778 -23534.340631759 0.0000785021103891781
2451880 -0.00322076490389713 2451880 -0.00335621126059388 -27374.5458437408 0.0000913116561582772
2451890 -0.00302054005417627 2451890 -0.00315614146595432 -31077.0126269322 0.000103661755983642
2451900 -0.00269930918977651 2451900 -0.00283506565851208 -34556.4857102982 0.000115268028891835
2451910 -0.00226594372440492 2451910 -0.00240185525183668 -37699.8034771513 0.000125753008360041
2451920 -0.00173421868125185 2451920 -0.00187028526890488 -40365.2069799899 0.000134643837437665
2451930 -0.00112079324795139 2451930 -0.00125701489709248 -42517.6381893176 0.000141823575125821
2451940 -0.000444179115075759 2451940 -0.000580555826684652 -44059.3585430141 0.000146966200674115
2451950 0.000273830154143199 2451950 0.000137298379424658 -44930.5620015704 0.000149872222607983
2451960 0.00101131314995805 2451960 0.000874626311827921 -45158.1105177304 0.000150631242757049
2451970 0.00174591841518539 2451970 0.00160907651368828 -44693.5551667443 0.000149081652903837
2451980 0.00245468746686938 2451980 0.0023176905024059 -43575.9137041016 0.000145353602271414
2451990 0.00311715563606328 2451990 0.00298000360935133 -41876.2911296808 0.000139684271609264
2452000 0.00371376067559561 2452000 0.00357645358765641 -39605.638407625 0.000132110189401846
2452010 0.00422695351133299 2452010 0.00408949136345986 -36881.1829690175 0.000123022384268978
2452020 0.00464314387388745 2452020 0.00450552666758443 -33784.9331088048 0.000112694406437686
2452030 0.00495047003134224 2452030 0.0048126977682973 -30377.9316867243 0.000101329872970735
2452040 0.00514088546603754 2452040 0.0050029581480634 -26813.0854495601 0.0000894388258745327
2452050 0.00521033486922029 2452050 0.00507225249819254 -23156.9970356205 0.0000772434276369305
2452060 0.00515686019625469 2452060 0.00501862277407931 -19504.4914300535 0.0000650599803616592
2452070 0.00498304876921568 2452070 0.0048446562977585 -15998.7197348128 0.0000533659847267165
2452080 0.00469446518483451 2452080 0.00455591766587511 -12682.4339016752 0.0000423040458932267
2452090 0.00429889092512474 2452090 0.00416018836032202 -9666.50672298617 0.0000322439956877973
2452100 0.00380832355472918 2452100 0.00366946594555604 -7048.69877906479 0.0000235119283056306
2452110 0.00323626950568833 2452110 0.00309725685340823 -4853.81677250974 0.0000161905899997983
2452120 0.00259837494691052 2452120 0.00245920725254433 -3181.59397915272 0.0000106126551694397
2452130 0.00191320971495322 2452130 0.00177388697923388 -2070.38835244045 0.00000690607217490591
2452140 0.00119936400190793 2452140 0.00105988622528014 -1525.6765605406 0.00000508910921481753
2452150 0.000477127440819157 2452150 0.000337494623413012 -1621.45030532156 0.00000540857604003353
2452160 -0.000232372025233947 2452160 -0.000372159883615936 -2319.73845204377 0.00000773781457852341
2452170 -0.00090932127286996 2452170 -0.00104926417273249 -3611.54618977024 0.0000120468213705704
2452180 -0.00153324217924518 2452180 -0.00167334012141046 -5509.36203089221 0.0000183772536095361
2452190 -0.00208535349200752 2452190 -0.00222560647758898 -7914.02061997774 0.0000263983312748239
2452200 -0.00254931866169146 2452200 -0.00268972669205582 -10793.7681236366 0.0000360041349793949
2452210 -0.00290978161952384 2452210 -0.00305034469627592 -14080.856750928 0.0000469686824173809
2452220 -0.00315545014245367 2452220 -0.00329616826737339 -17636.6466191463 0.0000588295207184508
2452230 -0.00327822720585848 2452230 -0.00341910038085129 -21404.1537381498 0.0000713965717514808
2452240 -0.00327280359738643 2452240 -0.0034138318244401 -25244.7368496862 0.0000842073780578101
2452250 -0.00313927728333225 2452250 -0.00328046056443305 -29016.3591059915 0.000096788155711347
2452260 -0.00288092444655836 2452260 -0.00302226278364174 -32647.5793820404 0.000108900602769801
2452270 -0.00250493219824734 2452270 -0.00264642559313732 -35972.7507283366 0.000119992180484862
2452280 -0.00202347190062209 2452280 -0.00216512035495398 -38892.4309481381 0.000129731185392723
2452290 -0.00145081465914988 2452290 -0.00159261817433771 -41343.7497856984 0.000137907904893653
2452300 -0.000804890824135613 2452300 -0.000946849401315392 -43195.5602142683 0.000144084879594497
2452310 -0.000106388305029159 2452310 -0.00024850194501613 -44427.8245036013 0.000148195270821661
2452320 0.000623757777866238 2452320 0.000481489074581436 -45007.2490125318 0.000150128022942231
2452330 0.00136251138698707 2452330 0.00122008762027097 -44883.4080897482 0.000149714934088663
2452340 0.00208720578685508 2452340 0.00194462695692568 -44120.7005008375 0.000147170815420705
2452350 0.00277669915178766 2452350 0.00263396525919076 -42721.0300495841 0.000142502017344226
2452360 0.0034098597549813 2452360 0.00326697080059035 -40724.6151694244 0.00013584269411282
2452370 0.00396866453956958 2452370 0.00382562052453748 -38249.836042931 0.000127587719511379
2452380 0.00443755221415728 2452380 0.0042943531398782 -35326.3508370807 0.000117836022536233
2452390 0.00480285627687642 2452390 0.00465950214495646 -32064.0400285045 0.000106954125005054
2452400 0.00505549833513213 2452400 0.00491198914731813 -28588.4622388798 0.0000953608453981847
2452410 0.00518885778696313 2452410 0.00504519354510461 -24948.2081476511 0.0000832182647758639
2452420 0.0051994888381816 2452420 0.00505566954418146 -21288.3666464238 0.0000710103475866086
2452430 0.00508857461527214 2452430 0.00494460027101498 -17703.2144589002 0.0000590515671308189
2452440 0.00485922906122047 2452440 0.00471509966854259 -14255.2273400873 0.0000475503200954019
2452450 0.00451833212204122 2452450 0.00437404768267224 -11088.7078702619 0.0000369879480766055
2452460 0.00407628375382882 2452460 0.00393184426933711 -8249.51904726652 0.0000275174335682138
2452470 0.00354481454332153 2452470 0.00340022001509358 -5808.9949726198 0.0000193767215205254
2452480 0.00293927514991101 2452480 0.0027945255790953 -3876.66446595787 0.0000129311607497407
2452490 0.00227672616122884 2452490 0.00213182154870931 -2452.33468181873 0.00000818010799263913
2452500 0.00157503541418717 2452500 0.00142997576057072 -1604.30713839643 0.00000535139259039141
2452510 0.000854706780924068 2452510 0.000709492086499688 -1378.82428956464 0.00000459926276585865
2452520 0.000135872881954752 2452520 -0.00000949685330073834 -1739.93415491128 0.00000580379562087341
2452530 -0.000561124376690938 2452530 -0.000706649153116119 -2733.38693835269 0.00000911759740918061
2452540 -0.00121516445242091 2452540 -0.00136084427068184 -4323.7569709552 0.0000144225008187338
2452550 -0.00180748708201392 2452550 -0.00195332194306754 -6448.52514535974 0.0000215099645547445
2452560 -0.00232000460708689 2452560 -0.00246599451217061 -9107.60739845205 0.0000303797082128465
2452570 -0.0027363252376992 2452570 -0.00288247018830455 -12185.3586264859 0.0000406459812490878
2452580 -0.00304395127656613 2452580 -0.00319025127437845 -15600.4044303295 0.0000520373478852809
2452590 -0.0032321735172757 2452590 -0.00337862856414637 -19292.1956616543 0.0000643518379026542
2452600 -0.00329436022073759 2452600 -0.00344097031862081 -23092.8126671575 0.0000770293316290083
2452610 -0.00322838636064774 2452610 -0.00337515151153067 -26916.8881086599 0.0000897850742751505
2452620 -0.00303480892276075 2452620 -0.00318172912862191 -30652.1679630574 0.00010224462672459
2452630 -0.00271952016786899 2452630 -0.00286659543059553 -34131.3362074738 0.000113849882799499
2452640 -0.00229216230303969 2452640 -0.00243939262436928 -37290.8227988413 0.000124388795660901
2452650 -0.00176514112577529 2452650 -0.00191252650725322 -40002.6447188167 0.000133434459911652
2452660 -0.00115557343411134 2452660 -0.00130311387701751 -42159.5820890764 0.00014062922853475
2452670 -0.000482221863462583 2452670 -0.000629917368785972 -43744.4730350215 0.000145915855678469
2452680 0.000234294456550674 2452680 0.0000864438881407862 -44660.3997831273 0.000148971058448466
2452690 0.000970991252673837 2452690 0.000822985620864548 -44897.153438988 0.000149760783638486
2452700 0.00170589543803263 2452700 0.00155773474285173 -44487.6836816872 0.000148394939547436
2452710 0.00241661277955886 2452710 0.00226829702138138 -43398.2647000177 0.000144761028978313
2452720 0.00308140019054902 2452720 0.00293292937008711 -41712.1508263619 0.000139136758491643
2452730 0.00368158399654344 2452730 0.00353295811479879 -39491.1939590596 0.000131728443812484
2452740 0.00419939009303574 2452740 0.00405060915128563 -36770.6468130227 0.000122653675340367
2452750 0.00462021267337561 2452750 0.00447127667312379 -33690.8983805621 0.000112380740347251
2452760 0.00493326480828064 2452760 0.00478417375119812 -30314.4223541304 0.000101118028640101
2452770 0.00512957034139257 2452770 0.00498032422928951 -26731.0865617045 0.0000891653070261844
2452780 0.00520469984581212 2452780 0.00505529868056739 -23091.2204716512 0.0000770240206364736
2452790 0.00515754474638745 2452790 0.0050079885298971 -19442.1358294187 0.0000648519844665962
2452800 0.00498936451350869 2452800 0.00483965324764924 -15904.99655557 0.0000530533578518844
2452810 0.00470611141094773 2452810 0.0045562450975034 -12599.3912395205 0.0000420270453885818
2452820 0.00431585216201529 2452820 0.00416583080264523 -9558.23705154835 0.0000318828469378918
2452830 0.00382930327457209 2452830 0.0036791268707693 -6907.85536246538 0.0000230421252374047
2452840 0.00326094036027983 2452840 0.00311060891331285 -4737.60616855104 0.0000158029531501791
2452850 0.00262600404085089 2452850 0.00247551755175195 -2992.26495299833 0.00000998112151640029
2452860 0.00194228026315518 2452860 0.00179163873268074 -1856.01725040908 0.00000619100714804866
2452870 0.00122951503510983 2452870 0.00107871846371018 -1296.84786993606 0.00000432581886344874
2452880 0.000507034890409198 2452880 0.000356083278234976 -1334.55258830375 0.00000445158826611891
2452890 -0.000204023278753122 2452890 -0.000355129931879019 -2019.31200905372 0.00000673569983222766
2452900 -0.000882941074447635 2452900 -0.00103420276902355 -3283.78912231579 0.000010953541474068
2452910 -0.00151041370565075 2452910 -0.00166183044247435 -5131.24727663836 0.0000171159985506986
2452920 -0.00206684073401004 2452920 -0.0022184125141829 -7534.42558895009 0.0000251321385441594
2452930 -0.00253553978729995 2452930 -0.00268726661218231 -10380.3857285516 0.0000346252397335212
2452940 -0.00290209788392382 2452940 -0.0030539797550994 -13641.4020752775 0.0000455028194047413
2452950 -0.00315387435351865 2452950 -0.00330591127276715 -17206.6954967377 0.0000573953581471942
2452960 -0.00328307563323408 2452960 -0.00343526760245606 -20944.6178715954 0.0000698637250960976
2452970 -0.00328473295453013 2452970 -0.00343707997570319 -24792.4625352023 0.0000826987533328882
2452980 -0.00315754846712685 2452980 -0.00331005054224871 -28582.0554676296 0.0000953394747096326
2452990 -0.00290562272052281 2452990 -0.00305827985152759 -32199.4020838419 0.000107405644220182
2453000 -0.00253572863434709 2453000 -0.00268854082306392 -35562.8632757199 0.000118624943112211
2453010 -0.00205909968231376 2453010 -0.00221206693039759 -38503.8790118895 0.0001284351156422
2453020 -0.0014910608052851 2453020 -0.00164418311415326 -40964.2036508806 0.000136641875263188
2453030 -0.000848515589262086 2453030 -0.00100179296006981 -42872.1997049229 0.000143006265037271
