V1 V2 V3
2447879.433 -6.82449793126573 5.00011612365173
2447917.5755 -0.990091807699233 4.99943559314471
2447939.804 15.5775115503295 4.99939428831125
2447966.814 -0.516420780875292 4.99991512427963
2448013.972 -2.26877625188635 4.99994912474128
2448014.3735 -1.8018586622064 4.9998151215819
2448014.702 -1.45085415387079 5.00013024830351
2448015.2495 -1.38811183511387 5.00002249994937
2448015.6875 -1.32328859392884 4.99968744023061
2448016.1255 -1.28837311092444 4.99977929512898
2448016.527 -1.58025817110749 5.00001304998296
2448075.1095 -1.29438564167205 4.99982384689711
2448075.584 2.86427932142795 4.99948177314421
2448127.925 -6.46265371090912 4.99966211358335
2448162.527 -0.127205938440784 5.00000062499996
2448176.251 8.83040584239455 4.99917643217354
2448176.7255 -2.14161854083231 5.00008582426345
2448264.5445 0.55145891624598 4.99962521095341
2448280.495 1.63859934007395 4.99995552480225
2448311.9945 -1.13406516733193 4.99944709442951
2448344.443 4.91474301751178 5.0000058249966
2448344.808 2.89506474476738 4.99951007599745
2448362.5835 0.522414075628192 4.99976031925527
2448363.0215 0.579067423458506 5.00006384959232
2448419.3045 -5.87247699670371 5.00000802499363
2448431.751 3.31776226340006 5.000157197529
2448432.189 1.19760266547032 4.99995679981335
2448472.0835 13.5360388039747 4.99962191070492
2448502.2325 5.47646314613773 4.99953857870912
2448522.6725 -1.66899798251968 4.99926557106119
2448523.1105 14.3362282460637 4.99941901624565
2448564.7935 -1.24260275610322 4.99978332030501
2448565.195 -5.23911272636727 4.99989764895234
2448565.6695 0.471653537378395 4.99974501849845
2448566.144 -0.86226514202904 4.99987624846853
2448566.582 -0.196107439505013 5.00008264931686
2448567.02 -0.509999851639916 4.99988682371909
2448611.769 -5.26629080529809 4.99996049984377
2448621.5145 -5.97293601729519 4.99984289753179
2448621.9525 -9.51299241260353 4.99953207810496
2448682.89 -1.0639046704137 4.99979992099703
2448707.2656 0.227505254476148 4.99953422830569
2448816.663 -4.40488848923192 4.99999439999719
2448962.4408 -2.16709253963145 4.99990882416894
2448963.3192 1.83547360876822 4.99979779591153
2449042.7025 3.10294997163558 4.99970624137056
