solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,HIP,RV,eRV
1635721458409799680,b'Gaia DR2 5853498713160606720',5853498713160606720,521085047,2015.5,217.39346574260355,0.05765310663093653,-62.67618210292382,0.10497123653527451,768.5003653333918,0.20302126916720853,3785.319580078125,-3781.3059409680022,0.08518122633177506,769.7656533486586,0.18895487215250334,0.1833498328924179,-0.15864016115665436,-0.34941935539245605,-0.3537057638168335,0.48224079608917236,-0.1532454788684845,0.31405410170555115,0.23326925933361053,0.6223810911178589,0.3650645613670349,301,301,295,6,41.546958923339844,2879.432861328125,0.3424131453094538,40.643326880516085,31,False,7.300461769104004,1.208799390279474,0.030032454980830695,0.07831031084060669,34,8,0.11720312386751175,0,37,False,311,4941985.564875666,4180.5068469999205,1182.14990234375,8.953612327575684,36,386709.51636750245,1223.7891851903694,315.9935607910156,11.382925987243652,36,7416448.4478875315,11887.452679115064,623.8887939453125,7.586430072784424,1.5789519548416138,0,3.7964959144592285,2.4293136596679688,1.3671822547912598,,,0,,,,b'NOT_AVAILABLE',313.92594429556715,-1.9180480366807584,239.09203597486666,-44.76760517903911,100001,3295.5,3290.666748046875,3338.333251953125,0.24130000174045563,0.0,0.46209999918937683,0.15950000286102295,0.0,0.29760000109672546,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+5853498713160606720',b'',70890,-22.4,0.5
